Genre,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Cluster
Racing,0.0,0.0,0.28,6.938893903907228e-18,0.28,2
Role-Playing,0.14,0.11,0.0,0.020000000000000004,0.28,1
Misc,0.26,0.0,0.0,0.020000000000000004,0.28,2
Simulation,0.0,0.0,0.28,6.938893903907228e-18,0.28,1
Sports,0.14,0.11,0.0,0.04,0.28,1
Misc,0.0,0.0,0.27,0.010000000000000002,0.28,2
Puzzle,0.0,0.0,0.28,6.938893903907228e-18,0.28,2
Role-Playing,0.0,0.0,0.26,0.020000000000000004,0.28,1
Sports,0.24,0.010000000000000009,0.0,0.020000000000000004,0.28,1
Action,0.09,0.16,0.0,0.03,0.28,0
Sports,0.21,0.06,0.0,0.010000000000000002,0.28,1
Misc,0.25,0.0,0.0,0.020000000000000004,0.28,2
Misc,0.25,0.0,0.0,0.020000000000000004,0.28,2
Platform,0.10999999999999999,0.1,0.020000000000000004,0.04,0.28,2
Fighting,0.15,0.1,0.0,0.020000000000000004,0.28,0
Action,0.14,0.11,0.0,0.04,0.28,0
Action,0.21,0.06,0.0,0.010000000000000002,0.28,0
Sports,0.14,0.11,0.0,0.04,0.28,1
Sports,0.14,0.11,0.0,0.04,0.28,1
Adventure,0.0,0.07000000000000002,0.19,0.010000000000000002,0.28,0
Action,0.22,0.04000000000000001,0.0,0.020000000000000004,0.28,0
Action,0.17,0.09,0.0,0.020000000000000004,0.28,0
Sports,0.0,0.0,0.27,0.010000000000000002,0.28,1
Adventure,0.14,0.11,0.0,0.04,0.28,0
Platform,0.2,0.07000000000000002,0.0,6.938893903907228e-18,0.28,2
Sports,0.22,0.03,0.0,0.03,0.28,1
Strategy,0.040000000000000036,0.19,0.0,0.05,0.28,1
Shooter,0.0,0.0,0.28,6.938893903907228e-18,0.28,1
Simulation,0.05999999999999997,0.04000000000000001,0.15,0.020000000000000004,0.28,1
Platform,0.0,0.0,0.28,6.938893903907228e-18,0.28,2
Misc,0.0,0.0,0.28,6.938893903907228e-18,0.28,2
Racing,0.26,0.0,0.0,0.020000000000000004,0.28,2
Sports,0.0,0.07000000000000002,0.18,0.03,0.28,1
Action,0.13,0.1,0.0,0.05,0.28,0
Misc,0.0,0.0,0.28,6.938893903907228e-18,0.28,2
Action,0.05999999999999997,0.0,0.2,0.010000000000000002,0.27,0
Sports,0.13,0.11,0.0,0.04,0.27,1
Misc,0.0,0.0,0.27,6.938893903907228e-18,0.27,2
Sports,0.13,0.1,0.0,0.04,0.27,1
Action,0.26,0.01999999999999999,0.0,6.938893903907228e-18,0.27,0
Adventure,0.04999999999999999,0.2,0.0,0.020000000000000004,0.27,0
Misc,0.25,0.0,0.0,0.020000000000000004,0.27,2
Fighting,0.21,0.06,0.0,0.010000000000000002,0.27,0
Sports,0.18,0.06,0.0,0.03,0.27,1
Fighting,0.0,0.0,0.26,0.020000000000000004,0.27,0
Fighting,0.21,0.06,0.0,0.010000000000000002,0.27,0
Racing,0.2,0.07000000000000002,0.0,6.938893903907228e-18,0.27,2
Action,0.0,0.0,0.26,0.020000000000000004,0.27,0
Action,0.09,0.06,0.11,0.020000000000000004,0.27,0
Puzzle,0.2,0.07000000000000002,0.0,6.938893903907228e-18,0.27,2
Misc,0.14,0.11,0.0,0.03,0.27,2
Racing,0.24,0.010000000000000009,0.0,0.020000000000000004,0.27,2
Role-Playing,0.0,0.0,0.27,6.938893903907228e-18,0.27,1
Action,0.15,0.1,0.0,0.020000000000000004,0.27,0
Sports,0.2,0.06,0.0,0.010000000000000002,0.27,1
Action,0.15,0.1,0.0,0.03,0.27,0
Simulation,0.25,0.0,0.0,0.020000000000000004,0.27,1
Misc,0.09,0.010000000000000009,0.0,0.17,0.27,2
Role-Playing,0.09,0.010000000000000009,0.15,0.010000000000000002,0.27,1
Adventure,0.15,0.1,0.0,0.020000000000000004,0.27,0
Fighting,0.01999999999999999,0.01999999999999999,0.22,0.020000000000000004,0.27,0
Sports,0.15,0.1,0.0,0.020000000000000004,0.27,1
Sports,0.15,0.1,0.0,0.020000000000000004,0.27,1
Role-Playing,0.09,0.12,0.020000000000000004,0.04,0.27,1
Strategy,0.12,0.12,0.0,0.03,0.27,1
Misc,0.08000000000000002,0.0,0.19,0.010000000000000002,0.27,2
Action,0.12,0.03,0.11,0.010000000000000002,0.27,0
Puzzle,0.16000000000000003,0.0,0.1,0.010000000000000002,0.27,2
Racing,0.26,0.010000000000000009,0.0,6.938893903907228e-18,0.27,2
Simulation,0.01999999999999999,0.17,0.0,0.09,0.27,1
Action,0.09,0.16,0.0,0.020000000000000004,0.27,0
Sports,0.13,0.1,0.0,0.03,0.27,1
Simulation,0.15,0.1,0.0,0.020000000000000004,0.27,1
Sports,0.0,0.0,0.27,6.938893903907228e-18,0.27,1
Strategy,0.0,0.0,0.27,6.938893903907228e-18,0.27,1
Sports,0.15,0.1,0.0,0.020000000000000004,0.27,1
Racing,0.13,0.1,0.0,0.03,0.27,2
Role-Playing,0.21,0.05,0.0,0.010000000000000002,0.27,1
Fighting,0.0,0.0,0.27,6.938893903907228e-18,0.27,0
Shooter,0.15,0.1,0.0,0.020000000000000004,0.27,1
Sports,0.0,0.0,0.27,6.938893903907228e-18,0.27,1
Misc,0.07,0.07000000000000002,0.12,0.010000000000000002,0.27,2
Action,0.13,0.1,0.0,0.03,0.27,0
Racing,0.19,0.07000000000000002,0.0,6.938893903907228e-18,0.27,2
Sports,0.14,0.1,0.0,0.03,0.27,1
Sports,0.2,0.04000000000000001,0.0,0.04,0.27,1
Sports,0.25,0.010000000000000009,0.0,0.020000000000000004,0.27,1
Misc,0.25,0.01999999999999999,0.0,6.938893903907228e-18,0.27,2
Action,0.12,0.010000000000000009,0.0,0.14,0.27,0
Action,0.05999999999999997,0.16,0.0,0.05,0.27,0
Racing,0.18,0.08,0.0,0.010000000000000002,0.27,2
Role-Playing,0.0,0.0,0.27,6.938893903907228e-18,0.27,1
Racing,0.13,0.1,0.0,0.03,0.27,2
Platform,0.19,0.07000000000000002,0.0,6.938893903907228e-18,0.27,2
Role-Playing,0.1,0.08,0.06,0.04,0.27,1
Platform,0.21,0.05,0.0,0.010000000000000002,0.27,2
Strategy,0.09,0.15,0.0,0.03,0.27,1
Platform,0.21,0.05,0.0,0.010000000000000002,0.27,2
Action,0.0,0.0,0.27,6.938893903907228e-18,0.27,0
Role-Playing,0.0,0.0,0.26,0.010000000000000002,0.27,1
Fighting,0.19,0.07000000000000002,0.0,6.938893903907228e-18,0.27,0
Role-Playing,0.0,0.0,0.27,6.938893903907228e-18,0.27,1
Role-Playing,0.13,0.1,0.0,0.03,0.27,1
Adventure,0.08000000000000002,0.14,0.0,0.05,0.27,0
Racing,0.2,0.06,0.0,0.010000000000000002,0.27,2
Simulation,0.24,0.010000000000000009,0.0,0.020000000000000004,0.27,1
Shooter,0.13,0.1,0.0,0.03,0.27,1
Action,0.2,0.04000000000000001,0.0,0.03,0.27,0
Sports,0.2,0.06,0.0,0.010000000000000002,0.27,1
Misc,0.25,0.0,0.0,0.020000000000000004,0.27,2
Strategy,0.1,0.13,0.0,0.04,0.27,1
Sports,0.25,0.01999999999999999,0.0,6.938893903907228e-18,0.27,1
Sports,0.0,0.0,0.27,6.938893903907228e-18,0.27,1
Sports,0.25,0.01999999999999999,0.0,6.938893903907228e-18,0.27,1
Action,0.18,0.08,0.0,0.010000000000000002,0.27,0
Strategy,0.22,0.05,0.0,6.938893903907228e-18,0.27,1
Shooter,0.14,0.11,0.0,0.03,0.27,1
Action,0.13,0.1,0.0,0.03,0.27,0
Action,0.0,0.0,0.27,6.938893903907228e-18,0.27,0
Role-Playing,0.0,0.010000000000000009,0.25,0.010000000000000002,0.27,1
Action,0.13,0.1,0.0,0.03,0.27,0
Misc,0.13,0.12,0.0,0.03,0.27,2
Racing,0.040000000000000036,0.19,0.0,0.04,0.27,2
Racing,0.13,0.1,0.0,0.03,0.27,2
Action,0.2,0.06,0.0,0.010000000000000002,0.27,0
Sports,0.19,0.07000000000000002,0.0,6.938893903907228e-18,0.27,1
Racing,0.05999999999999997,0.05,0.14,0.020000000000000004,0.27,2
Action,0.13,0.12,0.0,0.020000000000000004,0.27,0
Sports,0.23,0.04000000000000001,0.0,6.938893903907228e-18,0.27,1
Misc,0.25,0.0,0.0,0.020000000000000004,0.27,2
Role-Playing,0.1,0.0,0.16000000000000003,0.010000000000000002,0.27,1
Action,0.13,0.12,0.0,0.020000000000000004,0.27,0
Sports,0.0,0.0,0.27,6.938893903907228e-18,0.27,1
Action,0.22,0.03,0.0,0.03,0.27,0
Action,0.12,0.11,0.020000000000000004,0.020000000000000004,0.27,0
Sports,0.25,0.0,0.0,0.020000000000000004,0.27,1
Racing,0.25,0.0,0.0,0.020000000000000004,0.27,2
Simulation,0.0,0.0,0.27,6.938893903907228e-18,0.27,1
Role-Playing,0.14,0.0,0.12,0.010000000000000002,0.27,1
Role-Playing,0.0,0.0,0.26,0.010000000000000002,0.27,1
Racing,0.13,0.1,0.0,0.03,0.27,2
Sports,0.21,0.05,0.0,0.010000000000000002,0.27,1
Fighting,0.16000000000000003,0.08,0.0,0.020000000000000004,0.27,0
Racing,0.2,0.06,0.0,0.010000000000000002,0.27,2
Shooter,0.15,0.09,0.0,0.03,0.27,1
Racing,0.15,0.1,0.0,0.020000000000000004,0.27,2
Simulation,0.25,0.0,0.0,0.020000000000000004,0.27,1
Role-Playing,0.25,0.0,0.0,0.020000000000000004,0.27,1
Strategy,0.0,0.0,0.27,6.938893903907228e-18,0.27,1
Racing,0.010000000000000009,0.21,0.009999999999999995,0.04,0.27,2
Misc,0.19,0.07000000000000002,0.0,6.938893903907228e-18,0.27,2
Misc,0.25,0.0,0.0,0.020000000000000004,0.27,2
Action,0.23,0.01999999999999999,0.0,0.020000000000000004,0.27,0
Action,0.22,0.03,0.0,0.020000000000000004,0.27,0
Misc,0.24,0.010000000000000009,0.0,0.020000000000000004,0.27,2
Role-Playing,0.15,0.1,0.0,0.020000000000000004,0.27,1
Shooter,0.13,0.1,0.0,0.03,0.27,1
Action,0.08000000000000002,0.11,0.0,0.08,0.27,0
Sports,0.0,0.0,0.25,0.020000000000000004,0.27,1
Adventure,0.0,0.0,0.27,6.938893903907228e-18,0.27,0
Simulation,0.21,0.05,0.0,0.010000000000000002,0.27,1
Puzzle,0.24,0.0,0.0,0.020000000000000004,0.27,2
Action,0.16000000000000003,0.09,0.0,0.020000000000000004,0.27,0
Sports,0.18,0.08,0.0,6.938893903907228e-18,0.27,1
Racing,0.0,0.0,0.27,6.938893903907228e-18,0.27,2
Sports,0.24,0.0,0.0,0.020000000000000004,0.27,1
Simulation,0.13,0.1,0.0,0.03,0.27,1
Misc,0.25,0.0,0.0,0.020000000000000004,0.27,2
Shooter,0.15,0.1,0.0,0.020000000000000004,0.27,1
Action,0.18,0.06,0.0,0.020000000000000004,0.27,0
Puzzle,0.25,0.0,0.0,0.020000000000000004,0.27,2
Sports,0.15,0.1,0.0,0.020000000000000004,0.27,1
Sports,0.2,0.06,0.0,0.010000000000000002,0.27,1
Misc,0.25,0.0,0.0,0.020000000000000004,0.27,2
Shooter,0.09,0.14,0.0,0.04,0.27,1
Action,0.15,0.09,0.0,0.020000000000000004,0.27,0
Adventure,0.19,0.05,0.0,0.020000000000000004,0.27,0
Sports,0.24,0.0,0.0,0.020000000000000004,0.27,1
Fighting,0.05999999999999997,0.04000000000000001,0.14,0.020000000000000004,0.27,0
Adventure,0.10999999999999999,0.11,0.0,0.05,0.27,0
Role-Playing,0.15,0.1,0.0,0.020000000000000004,0.27,1
Puzzle,0.0,0.0,0.27,6.938893903907228e-18,0.27,2
Sports,0.25,0.0,0.0,0.020000000000000004,0.27,1
Fighting,0.13,0.1,0.0,0.03,0.27,0
Strategy,0.13,0.1,0.0,0.03,0.27,1
Action,0.13,0.06,0.04,0.04,0.27,0
Puzzle,0.25,0.0,0.0,0.020000000000000004,0.27,2
Action,0.23,0.01999999999999999,0.0,0.020000000000000004,0.27,0
Adventure,0.13,0.1,0.0,0.03,0.27,0
Misc,0.25,0.0,0.0,0.020000000000000004,0.27,2
Action,0.05999999999999997,0.07000000000000002,0.11,0.03,0.27,0
Sports,0.25,0.0,0.0,0.020000000000000004,0.27,1
Sports,0.0,0.0,0.27,6.938893903907228e-18,0.27,1
Action,0.19,0.07000000000000002,0.0,6.938893903907228e-18,0.27,0
Action,0.15,0.09,0.0,0.020000000000000004,0.27,0
Action,0.040000000000000036,0.05,0.16000000000000003,0.020000000000000004,0.27,0
Sports,0.24,0.0,0.0,0.020000000000000004,0.27,1
Simulation,0.25,0.0,0.0,0.020000000000000004,0.27,1
Simulation,0.24,0.0,0.0,0.020000000000000004,0.27,1
Misc,0.16000000000000003,0.08,0.0,0.020000000000000004,0.27,2
Action,0.13,0.1,0.0,0.03,0.27,0
Sports,0.14,0.1,0.0,0.03,0.27,1
Role-Playing,0.05999999999999997,0.04000000000000001,0.14,0.020000000000000004,0.27,1
Action,0.18,0.06,0.0,0.020000000000000004,0.27,0
Fighting,0.10999999999999999,0.04000000000000001,0.09,0.03,0.27,0
Sports,0.2,0.06,0.0,0.010000000000000002,0.27,1
Sports,0.0,0.0,0.25,0.020000000000000004,0.27,1
Sports,0.24,0.0,0.009999999999999995,0.020000000000000004,0.26,1
Misc,0.10999999999999999,0.09,0.03,0.03,0.26,2
Shooter,0.25,0.0,0.0,0.020000000000000004,0.26,1
Sports,0.24,0.0,0.0,0.020000000000000004,0.26,1
Role-Playing,0.19,0.07000000000000002,0.0,6.938893903907228e-18,0.26,1
Racing,0.05999999999999997,0.18,0.0,0.020000000000000004,0.26,2
Misc,0.23,0.010000000000000009,0.0,0.020000000000000004,0.26,2
Strategy,0.21,0.01999999999999999,0.0,0.020000000000000004,0.26,1
Platform,0.21,0.04000000000000001,0.0,0.020000000000000004,0.26,2
Action,0.0,0.0,0.26,6.938893903907228e-18,0.26,0
Shooter,0.0,0.0,0.26,6.938893903907228e-18,0.26,1
Action,0.22,0.03,0.0,0.020000000000000004,0.26,0
Simulation,0.0,0.0,0.26,6.938893903907228e-18,0.26,1
Simulation,0.22,0.01999999999999999,0.0,0.020000000000000004,0.26,1
Action,0.13,0.1,0.0,0.03,0.26,0
Shooter,0.16000000000000003,0.05,0.04,0.010000000000000002,0.26,1
Sports,0.0,0.0,0.25,0.020000000000000004,0.26,1
Role-Playing,0.24,0.0,0.0,0.020000000000000004,0.26,1
Role-Playing,0.08000000000000002,0.06,0.11,0.020000000000000004,0.26,1
Misc,0.13,0.07000000000000002,0.0,0.06,0.26,2
Action,0.0,0.0,0.26,6.938893903907228e-18,0.26,0
Role-Playing,0.08000000000000002,0.03,0.14,0.010000000000000002,0.26,1
Sports,0.15,0.1,0.0,0.020000000000000004,0.26,1
Simulation,0.13,0.1,0.0,0.03,0.26,1
Shooter,0.13,0.1,0.0,0.03,0.26,1
Action,0.04999999999999999,0.19,0.0,0.020000000000000004,0.26,0
Strategy,0.040000000000000036,0.18,0.0,0.04,0.26,1
Platform,0.15,0.1,0.0,0.020000000000000004,0.26,2
Simulation,0.0,0.0,0.26,6.938893903907228e-18,0.26,1
Role-Playing,0.0,0.0,0.26,6.938893903907228e-18,0.26,1
Sports,0.13,0.1,0.0,0.03,0.26,1
Fighting,0.0,0.07000000000000002,0.17,0.020000000000000004,0.26,0
Action,0.19,0.07000000000000002,0.0,6.938893903907228e-18,0.26,0
Racing,0.0,0.0,0.26,6.938893903907228e-18,0.26,2
Racing,0.16000000000000003,0.06,0.0,0.04,0.26,2
Action,0.04999999999999999,0.16,0.0,0.05,0.26,0
Adventure,0.09,0.01999999999999999,0.0,0.15999999999999998,0.26,0
Misc,0.0,0.0,0.26,6.938893903907228e-18,0.26,2
Simulation,0.24,0.0,0.0,0.020000000000000004,0.26,1
Adventure,0.24,0.0,0.0,0.020000000000000004,0.26,0
Sports,0.0,0.0,0.26,6.938893903907228e-18,0.26,1
Racing,0.13,0.1,0.0,0.03,0.26,2
Misc,0.22,0.03,0.0,0.020000000000000004,0.26,2
Role-Playing,0.1,0.08,0.05,0.03,0.26,1
Simulation,0.24,0.0,0.0,0.020000000000000004,0.26,1
Sports,0.0,0.0,0.26,6.938893903907228e-18,0.26,1
Action,0.19,0.07000000000000002,0.0,6.938893903907228e-18,0.26,0
Action,0.0,0.0,0.26,6.938893903907228e-18,0.26,0
Fighting,0.26,0.0,0.0,6.938893903907228e-18,0.26,0
Role-Playing,0.0,0.010000000000000009,0.25,6.938893903907228e-18,0.26,1
Platform,0.19,0.07000000000000002,0.0,6.938893903907228e-18,0.26,2
Role-Playing,0.0,0.0,0.26,0.010000000000000002,0.26,1
Racing,0.19,0.07000000000000002,0.0,6.938893903907228e-18,0.26,2
Misc,0.10999999999999999,0.1,0.009999999999999995,0.05,0.26,2
Simulation,0.15,0.1,0.0,0.020000000000000004,0.26,1
Role-Playing,0.13,0.06,0.05,0.020000000000000004,0.26,1
Simulation,0.24,0.0,0.0,0.020000000000000004,0.26,1
Shooter,0.2,0.05,0.0,0.010000000000000002,0.26,1
Fighting,0.13,0.1,0.0,0.03,0.26,0
Adventure,0.0,0.0,0.26,6.938893903907228e-18,0.26,0
Misc,0.25,0.0,0.0,0.020000000000000004,0.26,2
Misc,0.24,0.0,0.0,0.020000000000000004,0.26,2
Sports,0.14,0.09,0.0,0.020000000000000004,0.26,1
Puzzle,0.0,0.24,0.0,0.020000000000000004,0.26,2
Role-Playing,0.010000000000000009,0.2,0.0,0.05,0.26,1
Sports,0.0,0.0,0.26,6.938893903907228e-18,0.26,1
Sports,0.24,0.0,0.0,0.020000000000000004,0.26,1
Action,0.14,0.1,0.0,0.020000000000000004,0.26,0
Misc,0.14,0.05,0.07,0.010000000000000002,0.26,2
Sports,0.0,0.0,0.25,0.010000000000000002,0.26,1
Adventure,0.0,0.0,0.25,0.010000000000000002,0.26,0
Strategy,0.24,0.0,0.0,0.020000000000000004,0.26,1
Racing,0.13,0.1,0.0,0.03,0.26,2
Misc,0.17,0.05,0.0,0.03,0.26,2
Action,0.17,0.07000000000000002,0.0,0.020000000000000004,0.26,0
Role-Playing,0.1,0.010000000000000009,0.14,0.010000000000000002,0.26,1
Misc,0.040000000000000036,0.03,0.18,0.020000000000000004,0.26,2
Misc,0.0,0.0,0.26,6.938893903907228e-18,0.26,2
Racing,0.18,0.04000000000000001,0.009999999999999995,0.03,0.26,2
Fighting,0.0,0.0,0.26,6.938893903907228e-18,0.26,0
Action,0.0,0.0,0.26,6.938893903907228e-18,0.26,0
Action,0.21,0.05,0.0,6.938893903907228e-18,0.26,0
Simulation,0.21,0.05,0.0,6.938893903907228e-18,0.26,1
Shooter,0.21,0.05,0.0,6.938893903907228e-18,0.26,1
Shooter,0.21,0.05,0.0,6.938893903907228e-18,0.26,1
Sports,0.13,0.1,0.0,0.03,0.26,1
Simulation,0.05999999999999997,0.05,0.14,0.020000000000000004,0.26,1
Sports,0.13,0.1,0.0,0.03,0.26,1
Adventure,0.19,0.07000000000000002,0.0,6.938893903907228e-18,0.26,0
Role-Playing,0.13,0.0,0.1,0.03,0.26,1
Action,0.0,0.0,0.26,6.938893903907228e-18,0.26,0
Action,0.10999999999999999,0.1,0.0,0.06,0.26,0
Sports,0.17,0.07000000000000002,0.0,0.020000000000000004,0.26,1
Sports,0.19,0.06,0.0,0.010000000000000002,0.26,1
Adventure,0.2,0.05,0.0,0.010000000000000002,0.26,0
Action,0.1,0.14,0.0,0.020000000000000004,0.26,0
Sports,0.24,0.010000000000000009,0.0,6.938893903907228e-18,0.26,1
Sports,0.12,0.010000000000000009,0.0,0.13,0.26,1
Strategy,0.0,0.0,0.26,6.938893903907228e-18,0.26,1
Action,0.2,0.03,0.0,0.03,0.26,0
Action,0.14,0.09,0.0,0.03,0.26,0
Role-Playing,0.19,0.06,0.0,0.010000000000000002,0.26,1
Adventure,0.04999999999999999,0.15,0.0,0.06,0.26,0
Role-Playing,0.15,0.08,0.0,0.020000000000000004,0.26,1
Misc,0.15,0.08,0.0,0.020000000000000004,0.26,2
Racing,0.14,0.1,0.0,0.020000000000000004,0.26,2
Role-Playing,0.13,0.1,0.0,0.03,0.26,1
Racing,0.2,0.05,0.0,0.010000000000000002,0.26,2
Misc,0.010000000000000009,0.0,0.25,6.938893903907228e-18,0.26,2
Sports,0.24,0.0,0.0,0.020000000000000004,0.26,1
Puzzle,0.13,0.010000000000000009,0.11,0.010000000000000002,0.26,2
Action,0.0,0.0,0.26,6.938893903907228e-18,0.26,0
Racing,0.08000000000000002,0.15,0.0,0.020000000000000004,0.26,2
Action,0.1,0.04000000000000001,0.11,0.010000000000000002,0.26,0
Action,0.24,0.0,0.0,0.020000000000000004,0.26,0
Action,0.2,0.03,0.0,0.020000000000000004,0.26,0
Adventure,0.24,0.0,0.0,0.020000000000000004,0.26,0
Simulation,0.0,0.0,0.26,6.938893903907228e-18,0.26,1
Action,0.18,0.07000000000000002,0.0,6.938893903907228e-18,0.26,0
Fighting,0.0,0.0,0.26,6.938893903907228e-18,0.26,0
Shooter,0.16000000000000003,0.07000000000000002,0.0,0.020000000000000004,0.26,1
Adventure,0.19,0.06,0.0,0.010000000000000002,0.26,0
Racing,0.02999999999999997,0.15,0.0,0.08,0.26,2
Fighting,0.13,0.1,0.0,0.03,0.26,0
Fighting,0.14,0.1,0.0,0.020000000000000004,0.26,0
Shooter,0.08000000000000002,0.15,0.0,0.03,0.26,1
Sports,0.0,0.0,0.26,6.938893903907228e-18,0.26,1
Sports,0.17,0.06,0.0,0.020000000000000004,0.26,1
Action,0.1,0.11,0.0,0.05,0.26,0
Adventure,0.13,0.1,0.0,0.03,0.26,0
Sports,0.15,0.03,0.06,0.020000000000000004,0.26,1
Simulation,0.23,0.0,0.0,0.020000000000000004,0.26,1
Misc,0.19,0.06,0.0,0.010000000000000002,0.26,2
Racing,0.0,0.0,0.24,0.020000000000000004,0.26,2
Action,0.0,0.0,0.26,6.938893903907228e-18,0.26,0
Action,0.12,0.08,0.020000000000000004,0.04,0.26,0
Platform,0.2,0.05,0.0,0.010000000000000002,0.26,2
Adventure,0.23,0.010000000000000009,0.0,0.020000000000000004,0.26,0
Platform,0.18,0.07000000000000002,0.0,6.938893903907228e-18,0.26,2
Simulation,0.07,0.05,0.13,0.020000000000000004,0.26,1
Strategy,0.0,0.0,0.26,6.938893903907228e-18,0.26,1
Shooter,0.24,0.010000000000000009,0.0,6.938893903907228e-18,0.26,1
Racing,0.22,0.010000000000000009,0.0,0.020000000000000004,0.26,2
Role-Playing,0.0,0.0,0.26,6.938893903907228e-18,0.26,1
Simulation,0.0,0.0,0.26,6.938893903907228e-18,0.26,1
Racing,0.18,0.07000000000000002,0.0,6.938893903907228e-18,0.26,2
Action,0.02999999999999997,0.11,0.1,0.010000000000000002,0.26,0
Adventure,0.24,0.0,0.0,0.020000000000000004,0.26,0
Sports,0.2,0.05,0.0,0.010000000000000002,0.26,1
Sports,0.19,0.06,0.0,0.010000000000000002,0.26,1
Simulation,0.0,0.21,0.0,0.05,0.26,1
Racing,0.13,0.1,0.0,0.03,0.26,2
Adventure,0.0,0.21,0.0,0.04,0.26,0
Sports,0.14,0.1,0.0,0.020000000000000004,0.26,1
Action,0.1,0.13,0.0,0.03,0.26,0
Sports,0.13,0.1,0.0,0.03,0.26,1
Racing,0.0,0.25,0.0,6.938893903907228e-18,0.26,2
Strategy,0.0,0.0,0.25,0.010000000000000002,0.26,1
Platform,0.16000000000000003,0.06,0.04,6.938893903907228e-18,0.26,2
Misc,0.21,0.0,0.020000000000000004,0.020000000000000004,0.26,2
Racing,0.13,0.1,0.0,0.03,0.26,2
Misc,0.23,0.010000000000000009,0.0,0.020000000000000004,0.26,2
Role-Playing,0.0,0.0,0.26,6.938893903907228e-18,0.26,1
Role-Playing,0.19,0.06,0.0,0.010000000000000002,0.26,1
Sports,0.2,0.05,0.0,0.010000000000000002,0.26,1
Fighting,0.18,0.07000000000000002,0.0,6.938893903907228e-18,0.25,0
Simulation,0.19,0.05,0.0,0.010000000000000002,0.25,1
Sports,0.0,0.0,0.24,0.020000000000000004,0.25,1
Action,0.16000000000000003,0.06,0.0,0.03,0.25,0
Strategy,0.0,0.0,0.25,6.938893903907228e-18,0.25,1
Simulation,0.23,0.010000000000000009,0.0,0.020000000000000004,0.25,1
Action,0.12,0.1,0.0,0.03,0.25,0
Role-Playing,0.22,0.010000000000000009,0.0,0.020000000000000004,0.25,1
Misc,0.24,0.0,0.0,0.020000000000000004,0.25,2
Role-Playing,0.14,0.1,0.0,0.020000000000000004,0.25,1
Adventure,0.040000000000000036,0.15,0.0,0.06,0.25,0
Platform,0.09,0.12,0.0,0.04,0.25,2
Action,0.17,0.010000000000000009,0.0,0.08,0.25,0
Adventure,0.15,0.04000000000000001,0.06,0.010000000000000002,0.25,0
Racing,0.23,0.0,0.0,0.020000000000000004,0.25,2
Sports,0.12,0.1,0.0,0.03,0.25,1
Strategy,0.0,0.0,0.25,6.938893903907228e-18,0.25,1
Shooter,0.12,0.1,0.0,0.04,0.25,1
Action,0.14,0.04000000000000001,0.06,0.020000000000000004,0.25,0
Simulation,0.10999999999999999,0.09,0.03,0.020000000000000004,0.25,1
Platform,0.18,0.07000000000000002,0.0,6.938893903907228e-18,0.25,2
Action,0.23,0.0,0.0,0.020000000000000004,0.25,0
Misc,0.19,0.05,0.0,0.010000000000000002,0.25,2
Misc,0.09,0.04000000000000001,0.1,0.03,0.25,2
Shooter,0.0,0.0,0.25,6.938893903907228e-18,0.25,1
Sports,0.0,0.0,0.25,6.938893903907228e-18,0.25,1
Role-Playing,0.1,0.11,0.0,0.04,0.25,1
Action,0.2,0.05,0.0,0.010000000000000002,0.25,0
Misc,0.12,0.1,0.0,0.03,0.25,2
Sports,0.19,0.05,0.0,0.010000000000000002,0.25,1
Misc,0.21,0.01999999999999999,0.0,0.03,0.25,2
Fighting,0.14,0.1,0.0,0.020000000000000004,0.25,0
Platform,0.18,0.07000000000000002,0.0,6.938893903907228e-18,0.25,2
Misc,0.0,0.0,0.25,6.938893903907228e-18,0.25,2
Strategy,0.0,0.0,0.24,0.020000000000000004,0.25,1
Misc,0.19,0.05,0.0,0.010000000000000002,0.25,2
Misc,0.14,0.1,0.0,0.020000000000000004,0.25,2
Sports,0.22,0.010000000000000009,0.0,0.020000000000000004,0.25,1
Sports,0.2,0.04000000000000001,0.0,0.010000000000000002,0.25,1
Shooter,0.14,0.1,0.0,0.020000000000000004,0.25,1
Racing,0.22,0.01999999999999999,0.0,0.020000000000000004,0.25,2
Action,0.14,0.09,0.0,0.020000000000000004,0.25,0
Action,0.16000000000000003,0.07000000000000002,0.0,0.020000000000000004,0.25,0
Action,0.15,0.07000000000000002,0.0,0.03,0.25,0
Simulation,0.1,0.09,0.020000000000000004,0.04,0.25,1
Action,0.12,0.1,0.0,0.03,0.25,0
Racing,0.14,0.1,0.0,0.020000000000000004,0.25,2
Simulation,0.09,0.14,0.0,0.020000000000000004,0.25,1
Action,0.14,0.1,0.0,0.020000000000000004,0.25,0
Action,0.22,0.010000000000000009,0.0,0.020000000000000004,0.25,0
Action,0.0,0.0,0.25,6.938893903907228e-18,0.25,0
Misc,0.1,0.1,0.0,0.04,0.25,2
Sports,0.0,0.23,0.0,0.03,0.25,1
Shooter,0.19,0.05,0.0,0.010000000000000002,0.25,1
Puzzle,0.1,0.04000000000000001,0.1,0.010000000000000002,0.25,2
Shooter,0.19,0.05,0.0,0.010000000000000002,0.25,1
Action,0.22,0.010000000000000009,0.0,0.020000000000000004,0.25,0
Platform,0.19,0.05,0.0,0.010000000000000002,0.25,2
Misc,0.18,0.07000000000000002,0.0,6.938893903907228e-18,0.25,2
Action,0.25,0.0,0.0,6.938893903907228e-18,0.25,0
